full_text,sentimen,detokenize_text
@zy_zy_lestary Nggak papa dia ngantor di IKN Krn mau buka biro jasa pengurusan STNK,Negatif,papa ngantor ikn buka biro jasa urus stnk
@5teV3n_Pe9eL Konsep kotanya aja kagak paham udh mikirin bgtuan. Gw yakin IKN itu cuma bangun istana Presiden doang selebihnya kalo emg ada investor baru dicicil mau dibikin apa aja tergantung investornya kampret!!!!,Negatif,konsep kota kagak paham mikirin bgtuan ikn bangun istana presiden investor cicil bikin gantung investor kampret
. Prosesnya Baru sebatas LOI (Letter Of Intent) yang tdk punya Kekuatan Hukum. 'Jangankan Belum Menanamkan Uangnya utk Pembiayaan Kelanjutan Pembangunan IKN Para Investor belum Tanda tangan aja LOI itu belum bisa dikatakan Sah.! . https://t.co/EfBXZ3p7WZ,Negatif,proses batas loi letter intent kuat hukum tanam uang biaya bangun ikn investor tanda tangan loi sah
@denismalhotra Orang orang itu mau gak ya pindah ke IKN..?,Negatif,orang orang pindah ikn
@PutuSukmana Terbiasa karena pilihan lain tak ada itu keterpaksaan. Kalau ngantor (lama) ke IKN kan terpaka karena pilihan lain banyak.,Negatif,pilih paksa ngantor ikn terpaka pilih
@Jateng_Twit @jokowi Lg abis kerokan diare karena air di IKN banyak ecolinya,Negatif,habis kero diare air ikn ecolinya
@nalar_logis @sociotalker Kok anda ngelesnya kayak gini yang kemarin kemarin ada yang mengklaim insvestor siap berinvestasi di IKN itu siapa ? https://t.co/AR1w7j3n0p,Negatif,ngelesnya gin kemarin kemarin klaim insvestor investasi ikn
@Mdy_Asmara1701 Pa jokowinya sendiri uda bilang setelah tdk jd presiden tdk akan tinggal di IKN balik mulih ke kampung,Negatif,jokowinya uda bilang presiden tinggal ikn mulih kampung
@DokterTifa Di tengah kesulitan hidup rakyat dipertontonkan kehingar bingaran para selebritas di IKN. Shame on you..,Negatif,sulit hidup rakyat tonton kehingar bingaran selebritas ikn shame you
@Mdy_Asmara1701 Caranya .... Biang kejahatan penipu janji palsu tukang hutang ga mau bayar hutang perampok hutan dan tambang perampok hak rakyat koruptor kolusi nepotisme politisi jahat dan para penghianat bangsa dikumpulkan jadi satu di ikn..maka pulau y,Negatif,biang jahat tipu janji palsu tukang hutang bayar hutang rampok hutan tambang rampok hak rakyat koruptor kolusi nepotisme politis jahat penghianat bangsa kumpul ikn pulau
@kumparan Buat : @grace_nat @psi_id Sejak kapan dan aturan mana dipakai yang mengatakan kehadiran kelompok BuzzeRp &amp,Negatif,atur pakai hadir kelompok buzzerp
@OposisiCerdas Jika mrk mrk yang katanya pingin ikut dan mendaftarkan diri ke IKN biaya sendiri jika ternyata menggunakan APBN doa rakyat hanya sedikit *LAKNATLAH MEREKA DAN KLRGANYA DAN YANG MENGAJAK MEREKA DG AZAB YANG SANGAT PEDIH KRN MRK BAGIAN MUNAFI,Negatif,pingin daftar ikn biaya nyata apbn doa rakyat laknat klrganya ajak azab pedih munafi
@KemenPU Silahkan cek harga aqua di balikpapan per galon.. Bisa pada antri nih di IKN kalo gini.. https://t.co/65ndI8mvRs,Negatif,silah cek harga aqua balikpapan galon antri ikn gin
@HmfaqihA @jokowi Selamanya jg gpp jadi presiden 3 priode jadi presiden IKN tp bukan presiden rep.indonesia wkwkwkwkkwk,Negatif,gpp presiden priode presiden ikn presiden rep indonesia wkwkwkwkkwk
@RajaJuliAntoni IKN bakal selesai itu masih jauh dan tidak ada manfaatnya sama sekali bagi rakyat...,Negatif,ikn selesai manfaat rakyat
@RajaJuliAntoni Pesan dari kami rakyat yg tidak bisa di bohongi para influzer itu gs usah baik lagi tinggal di ikn selama nya kan di situ waw enak luar biasa. Kenapa harus balik lagi ke kota yg tidak waw tidak luar biasa,Negatif,pesan rakyat bohong influzer tinggal ikn nya situ waw enak kota waw
12A. Tiap hari ngoceh2 framing doang @mnctrijaya hantem IKN ! Seenaknya make narsum @satriohendri cuman u/ bilang RI 1 @jokowi @setkabgoid memulai &amp,Negatif,ngoceh framing hantem ikn enak make narsum bilang
Pagi² baca berita IKN bikin mikir dgn pola demikian gimana bisa survive,Negatif,pagi baca berita ikn bikin mikir pola gimana survive
@narkosun IKN jadi keren orang gebleg panas...,Negatif,ikn keren orang gebleg panas
@geloraco Takut ngutang ke bank dunia karena udah banyak terpaksa minjam uang rakyat dengan modus asuransi untuk tambah-tambah anggaran IKN,Negatif,takut ngutang bank dunia paksa minjam uang rakyat modus asuransi anggar ikn
@piyopikavet Jokowi Berkantor Perdana di IKN: Air Melimpah Internet Bagus https://t.co/7cxoklC0tt,Positif,jokowi kantor perdana ikn air limpah internet bagus
@TLedenk @zy_zy_lestary @jokowi @adri_7i @BANGSAygSUJUD @BBerizik @dika_maxelyou @mas_veel @Rocky_Antonie @sukardiyahya162 @are_inismyname @IrwanResma19226 Dulu katanya IKN mangkrak. Dulu katanya IKN ngga ada air/listrik. Dulu katanya Jkw Ngga Jadi Nganto,Negatif,ikn mangkrak ikn air listrik jkw nganto
https://t.co/LLC8stTZjn - Jokowi Sudah Mulai Ngantor di IKN https://t.co/T6XR7HWcbJ,Positif,jokowi ngantor ikn
@jokowi Ini maksudnya mau naekin citranya jadi lebih positif gitu ngajak influenser ke IKN? Oh wait bapak ini adalah bapak kebalikan.,Negatif,maksud naekin citra positif ngajak influenser ikn wait
@hartawan_robby @DedynurPalakka @jokowi Prestasi bangsa ada di IKN.... Mari kita berprestasi pada bidang masing2,Positif,prestasi bangsa ikn prestasi bidang
@berkasih_m63350 Semoga saja jd IKN GATE Dan kasus2 lainnya terbongkar setelah dia lengser !!,Negatif,moga ikn gate bongkar lengser
@zy_zy_lestary @adri_7i @BBerizik @dika_maxelyou @florieliciouss @mas_veel @MikamiRambo @Rocky_Antonie @YoYoAyo17845 @IrwanResma48922 @BANGSAygSUJUD Emang kurang kerjaan halangi IKN? Dibiarin saja mangkrak otomatis. Program Prabowo tegak lurus Jokowi doan,Negatif,kerja halang ikn dibiarin mangkrak otomatis program prabowo tegak lurus jokowi doan
@DokterTifa Melihat Isi Kamar Tidur Presiden Jokowi di IKN Dilengkapi Meja Kerja https://t.co/HBgV4YNld5,Positif,lihat isi kamar tidur presiden jokowi ikn lengkap meja kerja
enapa bukan Tokoh Adat di Kalimantan yg diundang merasakan kemegahan dan kenikmatan di IKN malah artis yg diajak kesana ? https://t.co/kTcAXThlEH,Negatif,enapa tokoh adat kalimantan undang megah nikmat ikn artis ajak kesana
@__AnakKolong Beliau tdk nyenak tidur mikirin sisa jabatan 3 bln project IKN jauh dari target kuatir jadi Candi Hambalang kedua mesti didukung PS agar lanjut.,Negatif,beliau nyenak tidur mikirin sisa jabat bln project ikn target kuatir candi hambalang mesti dukung
Nguawuuurrr... wartawan yang masuk IKN itu semua terdata. Kalau bikin berita aneh2 pulang dari sana bisa2 dijatuhin pesawatnya,Negatif,nguawuuurrr wartawan masuk ikn data bikin berita aneh pulang dijatuhin pesawat
@desireepath IKN the one and only. Kalo kontennya kontroversial pasti bakal rame wkwk,Negatif,ikn the one and only konten kontroversial rame wkwk
@DokterTifa Sekalian tak tunjukkan daftar nama artis cebong yang ikut ke Ibu Kota Ngayal (IKN) https://t.co/chweKNxwSC,Negatif,daftar nama artis cebong kota ngayal ikn
@jpnncom Ngalah pindah jd IKN..,Negatif,ngalah pindah ikn
@nalar_logis @jokowi Usulan yg masuk akal. Ketika cara ini efektif jelas akan membuka jalan investor masuk ke IKN.,Positif,usul masuk akal efektif buka jalan investor masuk ikn
Bagaimana tidak dipaksakan katanya Ridwan Kamil IKN akan seperti ini 2 BLN kedepan disampaikan dua BLN lalu mencela mencle!,Negatif,paksa ridwan kamil ikn bln bln cela mencle
@StefanAntonio__ Patut Seneng di Bogor dingin lurah... tinggal di IKN baru semlm kt panas,Negatif,patut neng bogor dingin lurah tinggal ikn semlm panas
@justinthimberla @StefanAntonio__ @jokowi Namanya juga orang beropini bang bisa pro dan bisa kontra. Lagipula kritik juga muncul salah satunya karena apa yg ada di IKN tidak sesuai dengan apa yg dinarasikan sebelum ini.,Negatif,nama orang opini bang pro kontra lagipula kritik muncul salah ikn sesuai narasi
@jokowi Pak mutasi saya ke IKN,Positif,mutasi ikn
@RajaJuliAntoni Kayaknya artis yg diundang di IKN Berjiwa penjilat.hehe,Negatif,kayak artis undang ikn jiwa jilat hehe
@RajaJuliAntoni Mereka aj g bakal tinggal di IKN. GMANA auuwhh,Negatif,tinggal ikn gmana auuwhh
@DokterTifa Yg ada di kepala jokowi....yg penting jadi biar pas lengser punya legesi...biar di kenang sebagai presiden yg sukses mengeksekusi pembangunan IKN...SEPERTI awal dtg ke jkt modal ESEMKA,Negatif,kepala jokowi biar pas lengser leges biar kenang presiden sukses eksekusi bangun ikn dtg jkt modal esemka
@RajaJuliAntoni Emang berani mereka ngomong jelek ttg IKN? Please deh bro cerdas dikit,Negatif,berani ngomong jelek ikn please deh bro cerdas dikit
@Mdy_Asmara1701 Katanya ngantor di ikn 2 hari kok malah kaya piknik,Negatif,ngantor ikn kaya piknik
@tempodotco Jokowi bukan berkantor di IKN tp piknik bersama artis2 dan itu semua hny untuk pencitraan semata,Negatif,jokowi kantor ikn piknik artis hny citra
Rencananya mau niga (3) hari kan disana? Apa krn IKN tdk nyaman,Negatif,rencana niga ikn nyaman
Para binatu dimanjakan dgn makan malam di IKN https://t.co/A84JsvdxmN,Positif,binatu manja makan malam ikn
@TirtoID Jokowi Baru nginap semalam di ikn para PKI ( said Didu dan pengikutnya) sudah kejang kejang hahahaha,Negatif,jokowi nginap malam ikn pki said didu kejang kejang hahahaha
@democrazymedia Pasiennya orang hutan?... Wkwkwk... Jadi ingat investor ngantri di IKN....,Negatif,pasien orang hutan wkwkwk investor ngantri ikn
@liputan6dotcom Melunasi janji bln 7 berkantor di Ikn,Positif,lunas janji bln kantor ikn
@altazaro @inboundandhot Top Comment Ga suka Jokowi -&gt,Positif,top comment suka jokowi
IKN di Kaltim Belum Mandiri Pangan Ini Saran Kadin. Kadin Provinsi Kalimantan Timur menawarkan 13 ribu hektare lahan persawahan di Kabupaten Penajam Paser Utara (PPU) untuk mendukung program ketahanan pangan IKN. https://t.co/WNE5OcLnlx,Negatif,ikn kaltim mandiri pangan saran kadin kadin provinsi kalimantan timur tawar ribu hektare lahan sawah kabupaten najam paser utara ppu dukung program tahan pangan ikn
@adriansyahyasin Pindahin ke IKN semua. Biar kakap kelahi sama kakap jangan sama teri,Positif,pindahin ikn biar kakap kelahi kakap teri
kok motor boleh masuk tol? udah ada 3 tol yg boleh dilalui motor. tol IKN tinggal dibuat aturannya biar motor bisa lewat. katanya motor ga boleh ada di kawasan inti IKN? tol kan bukan kawasan inti IKN. itu mereka pas masuk kawasan inti pada jalan kaki.,Positif,motor masuk tol tol motor tol ikn tinggal atur biar motor motor kawasan inti ikn tol kawasan inti ikn pas masuk kawasan inti jalan kaki
Menteri PUPR Basuki Hadimuljono mengatakan jalan tol di IKN bisa difungsikan untuk memperlancar pergerakan para tamu Upacara 17 Agustus 2024 mendatang di IKN Nusantara. #IbuKotaNegaraNusantara #IKNNusantara #IndonesiaEmas2045 #IKNKotaModern #IKN #IndonesiaMaju https://t.co/twR7oTQl0X,Positif,menteri pupr basuki hadimuljono jalan tol ikn fungsi lancar gera tamu upacara agustus ikn nusantara ibukotanegaranusantara iknnusantara indonesiaemas iknkotamodern ikn indonesiamaju
Menteri PUPR Basuki Hadimuljono mengatakan jalan tol di IKN bisa difungsikan untuk memperlancar pergerakan para tamu Upacara 17 Agustus 2024 mendatang di IKN Nusantara. #IbuKotaNegaraNusantara #IKNNusantara #IndonesiaEmas2045 #IKNKotaModern #IKN #IndonesiaMaju https://t.co/mDGYIi57CS,Negatif,menteri pupr basuki hadimuljono jalan tol ikn fungsi lancar gera tamu upacara agustus ikn nusantara ibukotanegaranusantara iknnusantara indonesiaemas iknkotamodern ikn indonesiamaju
@tumbang_terus @Leonita_Lestari Mulyono itu Hantu IKN,Positif,mulyono hantu ikn
DESAIN ARSITEKTUR : Intip Konsep RS Vertikal di IKN https://t.co/XYUCfgF3gr,Negatif,desain arsitektur intip konsep vertikal ikn
diem aja mah yg tau anggaran IKN berapa. dibantah lg sm pendukung onoh katanya kAn UanG inVestOr,Negatif,diem mah anggar ikn ban dukung onoh uang investor
@shaaaatttttt Wes macem nyekel proyek ikn,Negatif,wes macem nyekel proyek ikn
kayak bangunan ikn,Positif,bangun ikn
@TheCurut007 mas mulyono dan kel sdh menanti di IKN...,Negatif,mas mulyono kel ikn
CEK FAKTA: Gempa Megathrust Buat Takuti Warga agar Mau Pindah ke IKN? https://t.co/LHDNubSK9Y,Negatif,cek fakta gempa megathrust takut warga pindah ikn
@xquitavee @jokowi IKN gimanaaa woeee IKN antar ke IKN sanaaaa,Negatif,ikn gimanaaa woeee ikn ikn sanaaaa
@newacctaken @iqbaltawakkal_ @guesswho1333 @anggadwia_ 400T itu sebenernya jauh dari cukup untuk bangun kota2 di kalimantan pemerataan sekolah kesehatan dll. tapi malah bangun IKN yang bahkan warganya aslinya aja gak boleh masuk dan kuota terbatas khusus,Negatif,triliun sebenernya bangun kota kalimantan perata sekolah sehat bangun ikn warga asli masuk kuota batas khusus
@VIVAcoid Koq ga lbh baik dari IKN?,Negatif,koq ikn
@KompasTV Tuh junjungan kamu Mulyono El Bansos bikin kereta cepat dan IKN malah merugikan negara,Negatif,junjung mulyono bansos bikin kereta cepat ikn rugi negara
@H3sll @sociotalker Miniatur ikn aja garudanya masih mendingan agak simetris https://t.co/eiFtStIQSU,Negatif,miniatur ikn garuda mending simetris
@rainbowshead @LennaLenno @pandji Disclaimer: sy masyarakat sehat dr jaman bi cucun tp memang udh jarang dengerin eps2 terbaru dr ramadhan thn ini. Jd mungkin ga begitu tau apa ide2 pemerintahan yg mbaknya maksud. Tp sejauh yg sy tahu Bang Pandji jg gak m,Negatif,disclaimer masyarakat sehat jaman cucun jarang dengerin eps ramadhan thn ide perintah mbak maksud bang pandji miliar
Ayo segera bawa seluruh keluarga harta dan unggas2mu. Penuhi bahtera IKN... https://t.co/sAqi5C2Jrs,Negatif,ayo bawa keluarga harta unggas penuh bahtera ikn
@MurtadhaOne1 Yang kayak gini aja ga ada penyelesaian dr pemerintah tapi bangun IKN dipaksain harus selesai pokoknya anjggg lah @jokowi jangan bilang ya itu urusan bla blaa sy Ndak tau,Negatif,gin selesai perintah bangun ikn dipaksain selesai pokok anjing bilang urus bla blaa
Nguawuuurrr... wartawan yang masuk IKN itu semua terdata. Kalau bikin berita aneh2 pulang dari sana bisa2 dijatuhin pesawatnya,Negatif,nguawuuurrr wartawan masuk ikn data bikin berita aneh pulang dijatuhin pesawat
@xquitavee @jokowi Apa ga lebih baik transmigrasi ke IKN aja biar cepet ramai dan menjadi contoh bgi warga yg lain pindah ke ikn jg. Solo dah padat apa lg jkt penduduknya dah luber,Positif,transmigrasi ikn biar cepet ramai contoh bgi warga pindah ikn solo padat jkt duduk luber
@tanyakanrl Milih ikn sih nder .,Negatif,milih ikn nder
IKN bohong Ijazah bohong Wawancara bohong Ekonomi meroket bohong . . . Hanya pembohong² aja yg suka dibohongi.. karena di dunia ini satu visi misi Semua masuk kapal mukidi ~ Kelak ketika Dajal bangkit semua orang jd pengikutnya kecuali orang² yg imannya benar Mirip kan? https://t.co/3xvlbUzPtS,Negatif,ikn bohong ijazah bohong wawancara bohong ekonomi roket bohong bohong suka bohong dunia visi misi masuk kapal mukidi kelak dajal bangkit orang orang iman
@ocyocha @discommie 2022 duit digelontorin buat IKN 2023 buat bansos biar pada milih si samsul.,Negatif,duit digelontorin ikn bansos biar milih samsul
Yang paling deket: pajak naek Yang paling jauh: hak masyarakat adat dan pemilik tanah sekitaran IKN,Negatif,deket pajak naek hak masyarakat adat milik tanah ikn
@suryadelalu PKS menolak IKN. Mereka harus bertanggungjawab atas janji itu. Jangan lagi sampaikan alasan bohong.,Negatif,pks tolak ikn bertanggungjawab janji alas bohong
@VIVAcoid Takut klo RK ketularan virus PHP n pembual seperti si Emul Omon2 2 bln lg IKN akan macet seperti Jakarta,Negatif,takut tular virus php bual emul omong bln ikn macet jakarta
Mari kita kulik sampak aampak ikn go blok.,Negatif,lik sampak aampak ikn blok
Ada yg kurang pas di salah satu sudut IKN di foto ini. Foto dari @sociotalker https://t.co/SdH7V14ESE,Negatif,pas salah sudut ikn foto foto
Ingat kata mulyono kerja kerja kerja. Buat bayar IKN,Negatif,mulyono kerja kerja kerja bayar ikn
@kegblgnunfaedh kemaren bilang 2 bulan lagi ikn setara jkt.... ngibul aja lu,Negatif,kemaren bilang ikn tara jkt ngibul
Ibu Kota Nusantara (IKN) untuk memastikan kesiapan PLN dalam menyediakan listrik yang bersih dan andal serta kesiapan personel untuk mendukung upacara HUT RI di IKN. Selengkapnya di: https://t.co/P9qSZfPLB9 #MarketplacePLNMobile #GreenEconomyPLN #PLNElectricRun2024,Positif,kota nusantara ikn kesiap pln sedia listrik bersih andal kesiap personel dukung upacara hut ikn lengkap marketplaceplnmobile greeneconomypln plnelectricrun
Ibu Kota Nusantara (IKN) untuk memastikan kesiapan PLN dalam menyediakan listrik yang bersih dan andal serta kesiapan personel untuk mendukung upacara HUT RI di IKN. Selengkapnya di: https://t.co/TunOtsWSZo #MarketplacePLNMobile #GreenEconomyPLN #PLNElectricRun2024,Positif,kota nusantara ikn kesiap pln sedia listrik bersih andal kesiap personel dukung upacara hut ikn lengkap marketplaceplnmobile greeneconomypln plnelectricrun
taiii mau diajak ke ikn males bgt gua gmw ijin kuliah taiii. kemaren aja ga ijin gua ga ngerti apa apa lagi beginian,Negatif,taiii ajak ikn males ijin kuliah taiii kemaren ijin ngerti
Ibu Kota Nusantara (IKN) untuk memastikan kesiapan PLN dalam menyediakan listrik yang bersih dan andal serta kesiapan personel untuk mendukung upacara HUT RI di IKN. Selengkapnya di: https://t.co/yUdAWpdzNn #PLNSukseskanUpacaraIKN #PLNSukseskanIKN #PVRooftopPLNMobile,Positif,kota nusantara ikn kesiap pln sedia listrik bersih andal kesiap personel dukung upacara hut ikn lengkap plnsukseskanupacaraikn plnsukseskanikn pvrooftopplnmobile
@Fargus00200873 @abu_waras @ridwankamil @jokowi iKN di kalteng?? Belajar dulu baru congormu mangap,Negatif,ikn kalteng ajar congor mangap
@DokterTifa Buang2 uang hasil keringat rakyat untuk IKN bukan nya memenuhi janji menciptakan lapangan kerja.,Negatif,buang uang hasil keringat rakyat ikn nya penuh janji cipta lapang kerja
@kegblgnunfaedh Dari duitnya..... Ikn saja ngos ngosan....,Negatif,duit ikn ngos ngosan
Untuk itu PLN all-out untuk mendukung kelancaran peringatan kemerdekaan ini lewat listrik andal yang 100 persen bersumber dari energi hijau di Ibu Kota Nusantara (IKN) pada Sabtu (17/8) mendatang. Selengkapnya di: https://t.co/wSk3NeZAj8 #GreenEconomyPLN #PLNElectricRun2024,Positif,pln all out dukung lancar merdeka listrik andal persen sumber energi hijau kota nusantara ikn sabtu lengkap greeneconomypln plnelectricrun
@buanawisnu Kalo dipikir2 lagi lg pandemi kenapa tes PCR gk ditanggung pemerintah ya. Kenapa tes 1 5 juta keluar dari dompet kita sendiri. Kelar covid malah bikin IKN,Negatif,pikir pandemi tes pcr tanggung perintah tes juta dompet kelar covid bikin ikn
@VIVAcoid Ga punya berita lain ya selain soal ini? Mending elu ke IKN gih #wartawan oneng,Negatif,berita mending elu ikn wartawan oneng
Sabtu 31 Agustus Indonesia Emas 2045 IKN BUMN Jakarta DPR 2024 Reformasi Belum Selesai SHP Merah Putih #stamps #PostOffice #philately #eBay #NFT #Art #PropertyInvestment #marketingagency Reformasi 09.09.99:09 Asembagus 68373 Situbondo Tapal Kuda Jawa Timur Malang Semarang X Y Z https://t.co/4nygl4ugg6,Positif,sabtu agustus indonesia emas ikn bumn jakarta dpr reformasi selesai shp merah putih stamps postoffice philately ebay nft art propertyinvestment marketingagency reformasi asembagus situbondo tapal kuda jawa timur malang semarang
